,Module,Smiles,BGC_Compound
939,cda2PS2_Mod.9,CCCC1OC1C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](C(=O)[S])C(C)O)c1ccc(O)cc1)C(C)O,Lipopeptide
940,cda2PS3_Mod.10,CCCC1OC1C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)[S])C(C)O)c1ccc(O)cc1)C(C)O,Lipopeptide
941,cda2PS3_Mod.11,CCCC1OC1C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)C(C)O)c1ccc(O)cc1)C(C)O,Lipopeptide
942,lobA5_Mod.0,CC(=O)[S],Lobophorin
943,lobA5_Mod.1,CC=C(C)C(=O)[S],Lobophorin
944,lobA5_Mod.2,CC=C(C)C=[C]C(=O)[S],Lobophorin
945,lobA5_Mod.3,CC=C(C)C=[C]C=C(C)C(=O)[S],Lobophorin
946,lobA4_Mod.4,CC=C(C)C=[C]C=C(C)C(=O)CC(=O)[S],Lobophorin
947,lobA4_Mod.5,CC=C(C)C=[C]C=C(C)C(=O)CC=C(C)C(=O)[S],Lobophorin
948,lobA4_Mod.6,CC=C(C)C=[C]C=C(C)C(=O)CC=C(C)C=[C]C(=O)[S],Lobophorin
949,lobA4_Mod.7,CC=C(C)C=[C]C=C(C)C(=O)CC=C(C)C=[C]C=[C]C(=O)[S],Lobophorin
950,lobA3_Mod.8,CC=C(C)C=[C]C=C(C)C(=O)CC=C(C)C=[C]C=[C]C=C(C)C(=O)[S],Lobophorin
951,lobA2_Mod.9,CC=C(C)C=[C]C=C(C)C(=O)CC=C(C)C=[C]C=[C]C=C(C)C(=O)CC(=O)[S],Lobophorin
952,lobA1_Mod.10,CC=C(C)C=[C]C=C(C)C(=O)CC=C(C)C=[C]C=[C]C=C(C)C(=O)CC(=O)[C@@H](C)C(=O)[S],Lobophorin
953,lobA1_Mod.11,CC=C(C)C=[C]C=C(C)C(=O)CC=C(C)C=[C]C=[C]C=C(C)C(=O)CC(=O)[C@@H](C)C=C(C)C(=O)[S],Lobophorin
954,LobS1_Mod.0,CC(=O)[S],Lobophorin
955,LobS1_Mod.1,CC=C(C)C(=O)[S],Lobophorin
956,LobS1_Mod.2,CC=C(C)C=[C]C(=O)[S],Lobophorin
957,LobS1_Mod.3,CC=C(C)C=[C]C=C(C)C(=O)[S],Lobophorin
958,LobS2_Mod.4,CC=C(C)C=[C]C=C(C)C(O)CC(=O)[S],Lobophorin
959,LobS2_Mod.5,CC=C(C)C=[C]C=C(C)C(O)CC=C(C)C(=O)[S],Lobophorin
960,LobS2_Mod.6,CC=C(C)C=[C]C=C(C)C(O)CC=C(C)C=[C]C(=O)[S],Lobophorin
961,LobS2_Mod.7,CC=C(C)C=[C]C=C(C)C(O)CC=C(C)C=[C]C=[C]C(=O)[S],Lobophorin
962,LobS3_Mod.8,CC=C(C)C=[C]C=C(C)C(O)CC=C(C)C=[C]C=[C][C@@H](O)[C@@H](C)C(=O)[S],Lobophorin
963,LobS4_Mod.9,CC=C(C)C=[C]C=C(C)C(O)CC=C(C)C=[C]C=[C][C@@H](O)[C@@H](C)[CH][C@H](C)C(=O)[S],Lobophorin
964,LobS4_Mod.10,CC=C(C)C=[C]C=C(C)C(O)CC=C(C)C=[C]C=[C][C@@H](O)[C@@H](C)[CH][C@H](C)C=C(C)C(=O)[S],Lobophorin
965,LobS5_Mod.11,CC=C(C)C=[C]C=C(C)C(O)CC=C(C)C=[C]C=[C][C@@H](O)[C@@H](C)[CH][C@H](C)C=C(C)C(=O)CC(=O)[S],Lobophorin
966,N/A_1_Mod.0,CC(O)[C@H](N)C(=O)[S],Luminmycin
967,hypothetical_Mod.11,CC(O)[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)[S],Luminmycin
968,hypothetical_Mod.22,CC(O)[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)[S],Luminmycin
969,hypothetical_Mod.32,CC(O)[C@H](N)C(=O)N[C@H]1CCCCNC(=O)[C]=C[C@H](C)NC1=O,Luminmycin
970,beta-ketoacyl_Mod.0,N=C(N)NCCCC(=O)[S],Lydicamycin
971,beta-ketoacyl_Mod.1,N=C(N)NCCCC=[C]C(=O)[S],Lydicamycin
972,beta-ketoacyl_Mod.2,N=C(N)NCCCC=[C]C=[C]C(=O)[S],Lydicamycin
973,beta-ketoacyl_Mod.3,CC(=C[C]=C[C]=CCCCNC(=N)N)C(=O)[S],Lydicamycin
974,type_Mod.4,CC(=C[C]=C[C]=CCCCNC(=N)N)[C@@H](O)CC(=O)[S],Lydicamycin
975,type_Mod.5,CC(=C[C]=C[C]=CCCCNC(=N)N)[C@@H](O)CC=[C]C(=O)[S],Lydicamycin
976,type_Mod.6,CC(=C[C]=C[C]=CCCCNC(=N)N)[C@@H](O)CC=[C][C@@H](O)[C@@H](C)C(=O)[S],Lydicamycin
977,type_Mod.7,CC(=C[C]=C[C]=CCCCNC(=N)N)[C@@H](O)CC=[C][C@@H](O)[C@@H](C)C=[C]C(=O)[S],Lydicamycin
978,type_Mod.8,CC(=C[C]=C[C]=CCCCNC(=N)N)[C@@H](O)CC=[C][C@@H](O)[C@@H](C)C=[C]C(O)CC(=O)[S],Lydicamycin
979,type_Mod.9,CC(=CCC(O)[C]=C[C@H](C)[C@H](O)[C]=CC[C@H](O)C(C)=C[C]=C[C]=CCCCNC(=N)N)C(=O)[S],Lydicamycin
980,type_Mod.10,CC(=C[C]=C[C]=CCCCNC(=N)N)[C@@H](O)CC=[C][C@@H](O)[C@@H](C)C=[C]C(O)CC=C(C)[C@@H](O)[C@@H](C)C(=O)[S],Lydicamycin
981,type_Mod.11,CC(=C[C]=C[C]=CCCCNC(=N)N)[C@@H](O)CC=[C][C@@H](O)[C@@H](C)C=[C]C(O)CC=C(C)[C@@H](O)[C@@H](C)[CH][CH]C(=O)[S],Lydicamycin
982,type_Mod.12,CC(=C[CH][CH][C@H](C)[C@H](O)C(C)=CCC(O)[C]=C[C@H](C)[C@H](O)[C]=CC[C@H](O)C(C)=C[C]=C[C]=CCCCNC(=N)N)C(=O)[S],Lydicamycin
983,type_Mod.13,CC(C=[C]C(=O)[S])=C[CH][CH][C@H](C)[C@H](O)C(C)=CCC(O)[C]=C[C@H](C)[C@H](O)[C]=CC[C@H](O)C(C)=C[C]=C[C]=CCCCNC(=N)N,Lydicamycin
984,type_Mod.14,CC(C=[C][C@H](O)[C@@H](C)C(=O)[S])=C[CH][CH][C@H](C)[C@H](O)C(C)=CCC(O)[C]=C[C@H](C)[C@H](O)[C]=CC[C@H](O)C(C)=C[C]=C[C]=CCCCNC(=N)N,Lydicamycin
985,type_Mod.15,CC(C=[C][C@H](O)[C@@H](C)[CH][CH]C(=O)[S])=C[CH][CH][C@H](C)[C@H](O)C(C)=CCC(O)[C]=C[C@H](C)[C@H](O)[C]=CC[C@H](O)C(C)=C[C]=C[C]=CCCCNC(=N)N,Lydicamycin
986,beta-ketoacyl_Mod.16,CC(C=[C][C@H](O)[C@@H](C)[CH][CH]C=C(C)C(=O)[S])=C[CH][CH][C@H](C)[C@H](O)C(C)=CCC(O)[C]=C[C@H](C)[C@H](O)[C]=CC[C@H](O)C(C)=C[C]=C[C]=CCCCNC(=N)N,Lydicamycin
987,beta-ketoacyl_Mod.17,CC(C=[C][C@H](O)[C@@H](C)[CH][CH]C=C(C)C(=O)CC(=O)[S])=C[CH][CH][C@H](C)[C@H](O)C(C)=CCC(O)[C]=C[C@H](C)[C@H](O)[C]=CC[C@H](O)C(C)=C[C]=C[C]=CCCCNC(=N)N,Lydicamycin
988,putative_Mod.18,CC(C=[C][C@H](O)[C@@H](C)[CH][CH]C=C(C)C(=O)CC(=O)NCC(=O)[S])=C[CH][CH][C@H](C)[C@H](O)C(C)=CCC(O)[C]=C[C@H](C)[C@H](O)[C]=CC[C@H](O)C(C)=C[C]=C[C]=CCCCNC(=N)N,Lydicamycin
989,lesA_Mod.0,CC(O)[C@H](N)C(=O)[S],Lysocin
990,lesA_Mod.1,CC(O)[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)[S],Lysocin
991,lesA_Mod.2,CC(O)[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)[S],Lysocin
992,lesA_Mod.3,CC(O)[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)NCC(=O)[S],Lysocin
993,lesA_Mod.4,CC(O)[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)NCC(=O)N(C)[C@H](Cc1ccccc1)C(=O)[S],Lysocin
994,lesA_Mod.5,CC(C)C[C@H](NC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](N)C(C)O)C(=O)[S],Lysocin
995,lesA_Mod.6,CC(C)C[C@H](NC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](N)C(C)O)C(=O)N[C@H](CCCNC(=N)N)C(=O)[S],Lysocin
996,lesB_Mod.7,CC(C)C[C@H](NC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](N)C(C)O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)[S],Lysocin
997,lesB_Mod.8,CC(C)C[C@H](NC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](N)C(C)O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](CCC(N)=O)C(=O)[S],Lysocin
998,lesB_Mod.9,CC(C)C[C@H](NC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](N)C(C)O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)[S],Lysocin
999,lesB_Mod.10,CCC(C)[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](N)C(C)O)C(=O)[S],Lysocin
1000,lesB_Mod.11,CCC(C)[C@@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](N)C(C)OC(=O)[C@H](C(C)O)NC1=O,Lysocin
1001,mlaB_Mod.0,CCCC=CC=CCC(N)CC(=O)[S],ML-449
1002,mlaB_Mod.1,CCCC=CC=CCC(N)CC=[C]C(=O)[S],ML-449
1003,mlaB_Mod.2,CCCC=CC=CCC(N)CC=[C]C=C(C)C(=O)[S],ML-449
1004,mlaD_Mod.3,CCCC=CC=CCC(N)CC=[C]C=C(C)C=[C]C(=O)[S],ML-449
1005,mlaD_Mod.4,CCCC=CC=CCC(N)CC=[C]C=C(C)C=[C]C=[C]C(=O)[S],ML-449
1006,mlaE_Mod.5,CCCC=CC=CCC(N)CC=[C]C=C(C)C=[C]C=[C][C@@H](O)CC(=O)[S],ML-449
1007,mlaF_Mod.6,CCCC=CC=CCC(N)CC=[C]C=C(C)C=[C]C=[C][C@@H](O)CC=C(C)C(=O)[S],ML-449
1008,mlaF_Mod.7,CCCC=CC=CCC(N)CC=[C]C=C(C)C=[C]C=[C][C@@H](O)CC=C(C)C=[C]C(=O)[S],ML-449
1009,mlaG_Mod.8,CCCC=CC=CCC1CC=[C]C=C(C)C=[C]C=[C][C@@H](O)CC=C(C)C=[C]C=[C]C(=O)N1,ML-449
1010,mbcAI_Mod.0,Nc1cc(O)cc(C(=O)[S])c1,Macbecin
1011,mbcAI_Mod.1,C[C@@H]([CH]c1cc(N)cc(O)c1)C(=O)[S],Macbecin
1012,mbcAI_Mod.2,CO[C@@H]([CH][C@@H](C)[CH]c1cc(N)cc(O)c1)C(=O)[S],Macbecin
1013,mbcAI_Mod.3,CO[C@@H]([CH][C@@H](C)[CH]c1cc(N)cc(O)c1)[C@H](O)[C@@H](C)C(=O)[S],Macbecin
1014,mbcAII_Mod.4,CO[C@@H]([CH][C@@H](C)[CH]c1cc(N)cc(O)c1)[C@H](O)[C@@H](C)C=C(C)C(=O)[S],Macbecin
1015,mbcAII_Mod.5,CO[C@@H]([CH][C@@H](C)[CH]c1cc(N)cc(O)c1)[C@H](O)[C@@H](C)C=C(C)[C@H](O)[C@@H](C)C(=O)[S],Macbecin
1016,mbcAIII_Mod.6,CO[C@@H]([CH][C@@H](C)[CH]c1cc(N)cc(O)c1)[C@H](O)[C@@H](C)C=C(C)[C@H](O)[C@@H](C)[CH][CH]C(=O)[S],Macbecin
1017,mbcAIII_Mod.7,CO[C@@H]([CH][C@@H](C)[CH]c1cc(N)cc(O)c1)[C@H](O)[C@@H](C)C=C(C)[C@H](O)[C@@H](C)[CH][CH]C=C(C)C(=O)[S],Macbecin
1018,cle1_Mod.0,NCCCC(=O)[S],Mediomycin
1019,cle1_Mod.1,NCCC[C@@H](O)CC(=O)[S],Mediomycin
1020,cle1_Mod.2,NCCC[C@@H](O)C[C@@H](O)CC(=O)[S],Mediomycin
1021,cle1_Mod.3,NCCC[C@@H](O)C[C@@H](O)CC=[C]C(=O)[S],Mediomycin
1022,cle1_Mod.4,NCCC[C@@H](O)C[C@@H](O)CC=[C][C@@H](O)CC(=O)[S],Mediomycin
1023,cle1_Mod.5,NCCC[C@@H](O)C[C@@H](O)CC=[C][C@@H](O)C[C@H](O)CC(=O)[S],Mediomycin
1024,cle2_Mod.6,NCCC[C@@H](O)C[C@@H](O)CC=[C][C@@H](O)C[C@H](O)CC=[C]C(=O)[S],Mediomycin
1025,cle2_Mod.7,NCCC[C@@H](O)C[C@@H](O)CC=[C][C@@H](O)C[C@H](O)CC=[C][C@H](O)CC(=O)[S],Mediomycin
1026,cle3_Mod.8,NCCC[C@@H](O)C[C@@H](O)CC=[C][C@@H](O)C[C@H](O)CC=[C][C@H](O)C[C@@H](O)CC(=O)[S],Mediomycin
1027,cle3_Mod.9,NCCC[C@@H](O)C[C@@H](O)CC=[C][C@@H](O)C[C@H](O)CC=[C][C@H](O)C[C@@H](O)C[C@@H](O)CC(=O)[S],Mediomycin
1028,cle3_Mod.10,NCCC[C@@H](O)C[C@@H](O)CC=[C][C@@H](O)C[C@H](O)CC=[C][C@H](O)C[C@@H](O)C[C@@H](O)CC=[C]C(=O)[S],Mediomycin
1029,cle3_Mod.11,NCCC[C@@H](O)C[C@@H](O)CC=[C][C@@H](O)C[C@H](O)CC=[C][C@H](O)C[C@@H](O)C[C@@H](O)CC=[C][C@@H](O)CC(=O)[S],Mediomycin
1030,cle3_Mod.12,NCCC[C@@H](O)C[C@@H](O)CC=[C][C@@H](O)C[C@H](O)CC=[C][C@H](O)C[C@@H](O)C[C@@H](O)CC=[C][C@@H](O)C[C@@H](O)CC(=O)[S],Mediomycin
1031,cle4_Mod.13,C[C@@H](C(=O)[S])C(=O)C[C@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)C[C@@H](O)[C]=CC[C@@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)CCCN,Mediomycin
1032,cle5_Mod.14,C[C@H](C(=O)C[C@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)C[C@@H](O)[C]=CC[C@@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)CCCN)[C@@H](O)CC(=O)[S],Mediomycin
1033,cle5_Mod.15,C[C@H](C(=O)C[C@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)C[C@@H](O)[C]=CC[C@@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)CCCN)[C@@H](O)CC=[C]C(=O)[S],Mediomycin
1034,cle5_Mod.16,C[C@H](C(=O)C[C@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)C[C@@H](O)[C]=CC[C@@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)CCCN)[C@@H](O)CC=[C]C=[C]C(=O)[S],Mediomycin
1035,cle6_Mod.17,C[C@H](C(=O)C[C@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)C[C@@H](O)[C]=CC[C@@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)CCCN)[C@@H](O)CC=[C]C=[C]C=[C]C(=O)[S],Mediomycin
1036,cle6_Mod.18,C[C@H](C(=O)C[C@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)C[C@@H](O)[C]=CC[C@@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)CCCN)[C@@H](O)CC=[C]C=[C]C=[C]C=[C]C(=O)[S],Mediomycin
1037,cle6_Mod.19,C[C@H](C(=O)C[C@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)C[C@@H](O)[C]=CC[C@@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)CCCN)[C@@H](O)CC=[C]C=[C]C=[C]C=[C]C=[C]C(=O)[S],Mediomycin
1038,cle6_Mod.20,C[C@H](C(=O)C[C@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)C[C@@H](O)[C]=CC[C@@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)CCCN)[C@@H](O)CC=[C]C=[C]C=[C]C=[C]C=[C]C=[C]C(=O)[S],Mediomycin
1039,cle7_Mod.21,C[C@H](C(=O)C[C@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)C[C@@H](O)[C]=CC[C@@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)CCCN)[C@@H](O)CC=[C]C=[C]C=[C]C=[C]C=[C]C=[C][C@@H](O)[C@H](C)C(=O)[S],Mediomycin
1040,cle7_Mod.22,C[C@H](C(=O)C[C@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)C[C@@H](O)[C]=CC[C@@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)CCCN)[C@@H](O)CC=[C]C=[C]C=[C]C=[C]C=[C]C=[C][C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)C(=O)[S],Mediomycin
1041,cle8_Mod.23,C[C@@H](C=[C]C(=O)[S])[C@H](O)[C@@H](C)[C@H](O)[C]=C[C]=C[C]=C[C]=C[C]=C[C]=CC[C@H](O)[C@H](C)C(=O)C[C@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)C[C@@H](O)[C]=CC[C@@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)CCCN,Mediomycin
1042,cle8_Mod.24,C[C@@H](C=[C][CH][CH]C(=O)[S])[C@H](O)[C@@H](C)[C@H](O)[C]=C[C]=C[C]=C[C]=C[C]=C[C]=CC[C@H](O)[C@H](C)C(=O)C[C@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)C[C@@H](O)[C]=CC[C@@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)CCCN,Mediomycin
1043,cle8_Mod.25,C[C@@H](C=[C][CH][CH]C=[C]C(=O)[S])[C@H](O)[C@@H](C)[C@H](O)[C]=C[C]=C[C]=C[C]=C[C]=C[C]=CC[C@H](O)[C@H](C)C(=O)C[C@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)C[C@@H](O)[C]=CC[C@@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)CCCN,Mediomycin
1044,cle9_Mod.26,C[C@@H](C=[C][CH][CH]C=[C]C=[C]C(=O)[S])[C@H](O)[C@@H](C)[C@H](O)[C]=C[C]=C[C]=C[C]=C[C]=C[C]=CC[C@H](O)[C@H](C)C(=O)C[C@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)C[C@@H](O)[C]=CC[C@@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)CCCN,Mediomycin
1045,cle9_Mod.27,CC(=C[C]=C[C]=C[CH][CH][C]=C[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C]=C[C]=C[C]=C[C]=C[C]=C[C]=CC[C@H](O)[C@H](C)C(=O)C[C@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)C[C@@H](O)[C]=CC[C@@H](O)C[C@H](O)[C]=CC[C@H](O)C[C@H](O)CCCN)C(=O)O,Mediomycin
1046,megAI_Mod.0,CCC(=O)[S],Megalomicin
1047,megAI_Mod.1,CC[C@@H](O)[C@H](C)C(=O)[S],Megalomicin
1048,megAI_Mod.2,CC[C@@H](O)[C@H](C)[C@H](O)[C@@H](C)C(=O)[S],Megalomicin
1049,megAII_Mod.3,CC[C@@H](O)[C@H](C)[C@H](O)[C@@H](C)C(=O)[C@H](C)C(=O)[S],Megalomicin
1050,megAII_Mod.4,CC[C@@H](O)[C@H](C)[C@H](O)[C@@H](C)C(=O)[C@H](C)[CH][C@H](C)C(=O)[S],Megalomicin
1051,megAIII_Mod.5,CC[C@@H](O)[C@H](C)[C@H](O)[C@@H](C)C(=O)[C@H](C)[CH][C@H](C)[C@H](O)[C@@H](C)C(=O)[S],Megalomicin
1052,megAIII_Mod.6,CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)[CH][C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C,Megalomicin
1053,meiA1_Mod.0,CC(=O)[S],Meilingmycin
1054,meiA1_Mod.1,C[C@@H](O)[C@@H](C)C(=O)[S],Meilingmycin
1055,meiA1_Mod.2,C[C@@H]([CH][CH]C(=O)[S])[C@@H](C)O,Meilingmycin
1056,meiA2_Mod.3,C[C@@H]([CH][CH]C(=O)CC(=O)[S])[C@@H](C)O,Meilingmycin
1057,meiA2_Mod.4,C[C@@H]([CH][CH]C(=O)C[C@@H](O)CC(=O)[S])[C@@H](C)O,Meilingmycin
1058,meiA2_Mod.5,C[C@@H]([CH][CH]C(=O)C[C@@H](O)C[C@H](O)CC(=O)[S])[C@@H](C)O,Meilingmycin
1059,meiA2_Mod.6,CC(=CC[C@@H](O)C[C@H](O)CC(=O)[CH][CH][C@H](C)[C@@H](C)O)C(=O)[S],Meilingmycin
1060,meiA3_Mod.7,CC([CH][C@H](C)C(=O)[S])=CC[C@@H](O)C[C@H](O)CC(=O)[CH][CH][C@H](C)[C@@H](C)O,Meilingmycin
1061,meiA3_Mod.8,CC([CH][C@H](C)C=[C]C(=O)[S])=CC[C@@H](O)C[C@H](O)CC(=O)[CH][CH][C@H](C)[C@@H](C)O,Meilingmycin
1062,meiA3_Mod.9,CC([CH][C@H](C)C=[C]C=C(C)C(=O)[S])=CC[C@@H](O)C[C@H](O)CC(=O)[CH][CH][C@H](C)[C@@H](C)O,Meilingmycin
1063,meiA4_Mod.10,CC([CH][C@H](C)C=[C]C=C(C)C(=O)CC(=O)[S])=CC[C@@H](O)C[C@H](O)CC(=O)[CH][CH][C@H](C)[C@@H](C)O,Meilingmycin
1064,meiA4_Mod.11,CC([CH][C@H](C)C=[C]C=C(C)C(=O)CC(=O)[C@@H](C)C(=O)[S])=CC[C@@H](O)C[C@H](O)CC(=O)[CH][CH][C@H](C)[C@@H](C)O,Meilingmycin
1065,meiA4_Mod.12,CC([CH][C@H](C)C=[C]C=C(C)C(=O)CC(=O)[C@@H](C)C=[C]C(=O)O)=CC[C@@H](O)C[C@H](O)CC(=O)[CH][CH][C@H](C)[C@@H](C)O,Meilingmycin
1066,merA_Mod.0,CC(=O)[S],Meridamycin
1067,merA_Mod.1,C[C@H](O)[C@@H](C)C(=O)[S],Meridamycin
1068,merA_Mod.2,CC(=C[C@H](C)[C@H](C)O)C(=O)[S],Meridamycin
1069,merA_Mod.3,CC(=C[C@H](C)[C@H](C)O)[C@@H](O)CC(=O)[S],Meridamycin
1070,merB_Mod.4,CCC(=CC[C@H](O)C(C)=C[C@H](C)[C@H](C)O)C(=O)[S],Meridamycin
1071,merB_Mod.5,CCC(=CC[C@H](O)C(C)=C[C@H](C)[C@H](C)O)C(=O)[C@H](C)C(=O)[S],Meridamycin
1072,merB_Mod.6,CCC(=CC[C@H](O)C(C)=C[C@H](C)[C@H](C)O)C(=O)[C@H](C)[CH][C@H](C)C(=O)[S],Meridamycin
1073,merB_Mod.7,CCC(=CC[C@H](O)C(C)=C[C@H](C)[C@H](C)O)C(=O)[C@H](C)[CH][C@H](C)C=C(C)C(=O)[S],Meridamycin
1074,merC_Mod.8,CCC(=CC[C@H](O)C(C)=C[C@H](C)[C@H](C)O)C(=O)[C@H](C)[CH][C@H](C)C=C(C)[C@H](O)CC(=O)[S],Meridamycin
1075,merC_Mod.9,CCC(=CC[C@H](O)C(C)=C[C@H](C)[C@H](C)O)C(=O)[C@H](C)[CH][C@H](C)C=C(C)[C@H](O)C[C@@H](O)CC(=O)[S],Meridamycin
1076,merC_Mod.10,CCC(=CC[C@H](O)C(C)=C[C@H](C)[C@H](C)O)C(=O)[C@H](C)[CH][C@H](C)C=C(C)[C@H](O)C[C@@H](O)C[C@@H](O)[C@H](C)C(=O)[S],Meridamycin
1077,merC_Mod.11,CCC(=CC[C@H](O)C(C)=C[C@H](C)[C@H](C)O)C(=O)[C@H](C)[CH][C@H](C)C=C(C)[C@H](O)C[C@@H](O)C[C@@H](O)[C@H](C)[C@H](O)CC(=O)[S],Meridamycin
1078,merC_Mod.12,CCC(=CC[C@H](O)C(C)=C[C@H](C)[C@H](C)O)C(=O)[C@H](C)[CH][C@H](C)C=C(C)[C@H](O)C[C@@H](O)C[C@@H](O)[C@H](C)[C@H](O)C[C@@H](O)CC(=O)[S],Meridamycin
1079,merC_Mod.13,CCC(=CC[C@H](O)C(C)=C[C@H](C)[C@H](C)O)C(=O)[C@H](C)[CH][C@H](C)C=C(C)[C@H](O)C[C@@H](O)C[C@@H](O)[C@H](C)[C@H](O)C[C@@H](O)C[CH][C@H](C)C(=O)[S],Meridamycin
